circuit_name,category,expected_normal,vae_predicted_normal,vae_confidence,vae_correct,vae_available,vae_message,llm_model,llm_predicted_normal,llm_confidence,llm_correct,llm_available,llm_analysis,vae_time,llm_time,total_time
Inverted XOR (XNOR),Combinational - Buggy,False,True,0.4,False,True,NORMAL - behavior appears normal,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99853, Requested 517. Please try again in 5m19.68s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.1828746795654297,0.3171253204345703
Inverted XOR (XNOR),Combinational - Buggy,False,True,0.4,False,True,NORMAL - behavior appears normal,gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99849, Requested 517. Please try again in 5m16.224s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2555859088897705,0.2444140911102295
Partial Mux (ignores sel),Combinational - Buggy,False,True,0.4,False,True,NORMAL - behavior appears normal,gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99845, Requested 543. Please try again in 5m35.232s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2569317817687988,0.24306821823120117
Partial Mux (ignores sel),Combinational - Buggy,False,True,0.4,False,True,NORMAL - behavior appears normal,claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99842, Requested 543. Please try again in 5m32.64s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2093908786773682,0.29060912132263184
Partial Mux (ignores sel),Combinational - Buggy,False,True,0.4,False,True,NORMAL - behavior appears normal,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99838, Requested 543. Please try again in 5m29.184s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.172609567642212,0.3273904323577881
Partial Mux (ignores sel),Combinational - Buggy,False,True,0.4,False,True,NORMAL - behavior appears normal,gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99834, Requested 543. Please try again in 5m25.728s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.19820237159729,0.30179762840270996
4-bit Counter,Sequential - Normal,True,True,0.4,True,True,NORMAL - behavior appears normal,gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99830, Requested 613. Please try again in 6m22.752s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.151670217514038,0.3483297824859619
4-bit Counter,Sequential - Normal,True,True,0.4,True,True,NORMAL - behavior appears normal,claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99826, Requested 613. Please try again in 6m19.296s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2182719707489014,0.28172802925109863
4-bit Counter,Sequential - Normal,True,True,0.4,True,True,NORMAL - behavior appears normal,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99822, Requested 613. Please try again in 6m15.84s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.1678154468536377,0.3321845531463623
4-bit Counter,Sequential - Normal,True,True,0.4,True,True,NORMAL - behavior appears normal,gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99819, Requested 613. Please try again in 6m13.248s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.254201889038086,0.24579811096191406
D Flip-Flop,Sequential - Normal,True,True,0.3,True,True,"NORMAL - sequential behavior appears normal, VAE: 0.074",gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99815, Requested 604. Please try again in 6m2.016s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.1921296119689941,0.30787038803100586
D Flip-Flop,Sequential - Normal,True,True,0.3,True,True,"NORMAL - sequential behavior appears normal, VAE: 0.074",claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99811, Requested 604. Please try again in 5m58.56s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2144784927368164,0.2855215072631836
D Flip-Flop,Sequential - Normal,True,True,0.3,True,True,"NORMAL - sequential behavior appears normal, VAE: 0.075",groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99807, Requested 604. Please try again in 5m55.104s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.1270523071289062,0.37294769287109375
D Flip-Flop,Sequential - Normal,True,True,0.3,True,True,"NORMAL - sequential behavior appears normal, VAE: 0.076",gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99803, Requested 604. Please try again in 5m51.647999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2028019428253174,0.2971980571746826
T Flip-Flop,Sequential - Normal,True,True,0.3,True,True,"NORMAL - sequential behavior appears normal, VAE: 0.090",gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99800, Requested 628. Please try again in 6m9.792s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2473561763763428,0.2526438236236572
T Flip-Flop,Sequential - Normal,True,True,0.3,True,True,"NORMAL - sequential behavior appears normal, VAE: 0.088",claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99796, Requested 628. Please try again in 6m6.336s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2677099704742432,0.23229002952575684
T Flip-Flop,Sequential - Normal,True,True,0.3,True,True,"NORMAL - sequential behavior appears normal, VAE: 0.091",groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99792, Requested 628. Please try again in 6m2.88s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.252152442932129,0.2478475570678711
T Flip-Flop,Sequential - Normal,True,True,0.3,True,True,"NORMAL - sequential behavior appears normal, VAE: 0.089",gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99788, Requested 628. Please try again in 5m59.424s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.125652551651001,0.374347448348999
Shift Register,Sequential - Normal,True,True,0.4,True,True,NORMAL - behavior appears normal,gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99784, Requested 660. Please try again in 6m23.616s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.248122215270996,0.2518777847290039
Shift Register,Sequential - Normal,True,True,0.4,True,True,NORMAL - behavior appears normal,claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99781, Requested 660. Please try again in 6m21.024s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.23557710647583,0.2644228935241699
Shift Register,Sequential - Normal,True,True,0.4,True,True,NORMAL - behavior appears normal,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99777, Requested 660. Please try again in 6m17.568s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.1370785236358643,0.36292147636413574
Shift Register,Sequential - Normal,True,True,0.4,True,True,NORMAL - behavior appears normal,gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99773, Requested 660. Please try again in 6m14.111999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2493770122528076,0.2506229877471924
Stuck Counter,Sequential - Buggy,False,False,0.8,True,True,ANOMALOUS - outputs don't respond to inputs,gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99769, Requested 497. Please try again in 3m49.824s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2485816478729248,0.2514183521270752
Stuck Counter,Sequential - Buggy,False,False,0.8,True,True,ANOMALOUS - outputs don't respond to inputs,claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99765, Requested 497. Please try again in 3m46.368s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2565710544586182,0.24342894554138184
Stuck Counter,Sequential - Buggy,False,False,0.8,True,True,ANOMALOUS - outputs don't respond to inputs,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99762, Requested 497. Please try again in 3m43.775999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2259535789489746,0.2740464210510254
Stuck Counter,Sequential - Buggy,False,False,0.8,True,True,ANOMALOUS - outputs don't respond to inputs,gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99758, Requested 497. Please try again in 3m40.32s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2624526023864746,0.2375473976135254
Counter (no reset),Sequential - Buggy,False,False,0.8,True,True,ANOMALOUS - outputs don't respond to inputs,gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99754, Requested 486. Please try again in 3m27.36s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2461235523223877,0.2538764476776123
Counter (no reset),Sequential - Buggy,False,False,0.8,True,True,ANOMALOUS - outputs don't respond to inputs,claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99750, Requested 486. Please try again in 3m23.904s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.268432855606079,0.2315671443939209
Counter (no reset),Sequential - Buggy,False,False,0.8,True,True,ANOMALOUS - outputs don't respond to inputs,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99747, Requested 486. Please try again in 3m21.312s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2571890354156494,0.24281096458435059
Counter (no reset),Sequential - Buggy,False,False,0.8,True,True,ANOMALOUS - outputs don't respond to inputs,gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99743, Requested 486. Please try again in 3m17.856s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2614736557006836,0.2385263442993164
DFF (stuck output),Sequential - Buggy,False,False,0.9,True,True,ANOMALOUS - output 'q' stuck at 0,gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99739, Requested 551. Please try again in 4m10.559999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.252044916152954,0.2479550838470459
DFF (stuck output),Sequential - Buggy,False,False,0.9,True,True,ANOMALOUS - output 'q' stuck at 0,claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99735, Requested 551. Please try again in 4m7.104s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2679259777069092,0.23207402229309082
DFF (stuck output),Sequential - Buggy,False,False,0.9,True,True,ANOMALOUS - output 'q' stuck at 0,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99732, Requested 551. Please try again in 4m4.512s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2405927181243896,0.25940728187561035
DFF (stuck output),Sequential - Buggy,False,False,0.9,True,True,ANOMALOUS - output 'q' stuck at 0,gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99728, Requested 551. Please try again in 4m1.055999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.1997108459472656,0.3002891540527344
Shift Register (no shift),Sequential - Buggy,False,False,0.9,True,True,ANOMALOUS - output 'dout' stuck at 0,gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99724, Requested 564. Please try again in 4m8.832s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2487730979919434,0.25122690200805664
Shift Register (no shift),Sequential - Buggy,False,False,0.9,True,True,ANOMALOUS - output 'dout' stuck at 0,claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99720, Requested 564. Please try again in 4m5.376s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2529854774475098,0.24701452255249023
Shift Register (no shift),Sequential - Buggy,False,False,0.9,True,True,ANOMALOUS - output 'dout' stuck at 0,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99716, Requested 564. Please try again in 4m1.92s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2137870788574219,0.2862129211425781
Shift Register (no shift),Sequential - Buggy,False,False,0.9,True,True,ANOMALOUS - output 'dout' stuck at 0,gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99713, Requested 564. Please try again in 3m59.328s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2511682510375977,0.24883174896240234
Half Adder,Arithmetic - Normal,True,True,0.4,True,True,NORMAL - arithmetic behavior appears normal,gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99709, Requested 553. Please try again in 3m46.368s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2409276962280273,0.25907230377197266
Half Adder,Arithmetic - Normal,True,True,0.4,True,True,NORMAL - arithmetic behavior appears normal,claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99705, Requested 553. Please try again in 3m42.911999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2085232734680176,0.2914767265319824
Half Adder,Arithmetic - Normal,True,True,0.4,True,True,NORMAL - arithmetic behavior appears normal,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99701, Requested 553. Please try again in 3m39.456s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.259777307510376,0.24022269248962402
Half Adder,Arithmetic - Normal,True,True,0.4,True,True,NORMAL - arithmetic behavior appears normal,gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99698, Requested 553. Please try again in 3m36.864s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2538082599639893,0.24619174003601074
Full Adder,Arithmetic - Normal,True,True,0.4,True,True,NORMAL - arithmetic behavior appears normal,gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99694, Requested 565. Please try again in 3m43.775999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.225395679473877,0.27460432052612305
Full Adder,Arithmetic - Normal,True,True,0.4,True,True,NORMAL - arithmetic behavior appears normal,claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99690, Requested 565. Please try again in 3m40.32s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2549538612365723,0.24504613876342773
Full Adder,Arithmetic - Normal,True,True,0.4,True,True,NORMAL - arithmetic behavior appears normal,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99686, Requested 565. Please try again in 3m36.864s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2444515228271484,0.25554847717285156
Full Adder,Arithmetic - Normal,True,True,0.4,True,True,NORMAL - arithmetic behavior appears normal,gemini,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99683, Requested 565. Please try again in 3m34.272s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2378079891204834,0.2621920108795166
Half Adder (wrong sum),Arithmetic - Buggy,False,True,0.4,False,True,NORMAL - arithmetic behavior appears normal,gpt-4o,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99679, Requested 554. Please try again in 3m21.312s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2666611671447754,0.2333388328552246
Half Adder (wrong sum),Arithmetic - Buggy,False,True,0.4,False,True,NORMAL - arithmetic behavior appears normal,claude,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99675, Requested 554. Please try again in 3m17.856s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.262542486190796,0.2374575138092041
Half Adder (wrong sum),Arithmetic - Buggy,False,True,0.4,False,True,NORMAL - arithmetic behavior appears normal,groq,,0.0,,True,"❌ Analysis failed: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01k236vhz3eqpsn0x0c471tafb` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99671, Requested 554. Please try again in 3m14.399999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",1.5,-1.2529172897338867,0.24708271026611328
